idx,file,subject,stage,crop,ratio,heroC,hdrC,tileC,sqC,skin,skinY,skinLost,mean,sd,blown,sat,ringsat,cast
18,iStock-1051098428.jpg,social,s3,T,1.5,1.282,1.403,1.07,1.044,0,0,0,107.4,67.1,0.0,0.233,0.199,12.2
19,iStock-1053860458.jpg,digital,s6,T,1.5,1.048,1.16,1.044,1.113,0,0,0,178.4,71.6,0.2155,0.264,0.218,38.0
20,iStock-1055102000 (1).jpg,digital,s6,T,2.34,1.095,1.111,1.119,1.29,0,0,0,103.7,65.1,0.0,0.342,0.336,14.6
21,iStock-1056322278 (1).jpg,digital,s6,T,1.498,1.19,1.229,1.068,1.072,0,0,0,146.9,70.9,0.0369,0.262,0.23,11.1
22,iStock-1057566460.jpg,move,s3,T,1.5,1.141,1.031,1.07,1.11,0,0,0,152.2,63.4,0.1123,0.331,0.301,53.1
23,iStock-1071442184.jpg,mind,s6,T,1.498,1.563,1.526,1.133,1.045,0,0,0,125.5,63.7,0.0015,0.303,0.249,32.7
24,iStock-1079719138-modified-fd4f50f8-5e9b-4457-ad9a-0b8153bf38d0.jpg,digital,s2,N,1.498,1.116,1.173,1.028,1.121,0,0,0,181.2,58.5,0.0628,0.149,0.114,-1.5
25,iStock-1082441136.jpg,move,s6,N,1.499,1.053,1.087,1.063,1.199,0,0,0,165.5,75.8,0.2897,0.28,0.256,36.3
26,iStock-1096035138.jpg,outdoors,s6,T,1.498,1.241,1.161,1.083,1.154,0,0,0,138.2,71.5,0.0755,0.258,0.195,-4.2
27,iStock-1127066336.jpg,mind,s6,N,1.5,1.977,2.297,1.133,1.16,0,0,0,100.8,59.3,0.0007,0.136,0.09,3.6
28,iStock-1127224298.jpg,move,s3,H,1.627,1.301,1.447,1.057,1.139,0,0,0,138.1,73.7,0.0078,0.39,0.348,51.9
29,iStock-1127302984 (1).jpg,work,s4,T,1.5,1.478,1.373,1.137,1.234,0,0,0,65.1,48.0,0.0024,0.18,0.177,6.4
30,iStock-1133212923.jpg,nutrition,s6,T,1.498,1.275,1.306,1.116,1.326,0,0,0,67.9,44.8,0.001,0.295,0.184,24.1
31,iStock-1133738868.jpg,digital,s6,T,1.35,1.225,1.388,1.065,1.101,0,0,0,127.9,75.5,0.0371,0.177,0.135,4.8
32,iStock-1134003545.jpg,social,s6,T,1.506,1.275,1.273,1.104,1.059,0,0,0,144.9,64.5,0.1481,0.301,0.183,36.8
33,iStock-1138155900.jpg,nutrition,s6,T,1.499,1.004,0.988,1.049,1.144,0,0,0,173.2,58.8,0.1009,0.334,0.245,39.7
34,iStock-1138169611.jpg,play,s5,H,1.5,1.559,1.366,1.095,1.09,0,0,0,161.0,66.9,0.2189,0.366,0.318,61.4
35,iStock-1139731889 (1).jpg,move,s3,T,1.5,1.308,1.327,1.062,1.07,0,0,0,152.1,77.2,0.1144,0.188,0.15,10.7
36,iStock-1139996598 (1).jpg,data,s4,T,1.5,0.932,0.843,1.074,1.05,0,0,0,178.2,71.2,0.0949,0.271,0.234,37.1
37,iStock-1140322836 (1).jpg,family,s6,T,1.5,1.114,1.146,1.067,1.124,0,0,0,150.2,68.3,0.04,0.194,0.096,13.5
38,iStock-1140524613.jpg,work,s5,T,1.906,1.155,1.235,1.033,1.195,0,0,0,183.0,76.0,0.3026,0.084,0.057,4.7
39,iStock-1142905588.jpg,move,s3,T,1.5,0.933,0.958,1.021,1.182,0,0,0,87.6,69.7,0.0747,0.677,0.615,41.6
40,iStock-1143543752 (1).jpg,digital,s6,T,1.53,1.237,1.332,1.037,1.24,0,0,0,125.6,70.9,0.0129,0.204,0.229,-2.0
41,iStock-1152763706.jpg,social,s6,T,1.5,1.421,1.594,1.104,1.028,0,0,0,183.2,48.4,0.1774,0.273,0.203,51.8
42,iStock-1155613377.jpg,outdoors,s5,T,1.5,1.015,1.1,1.031,1.177,0,0,0,176.2,67.9,0.1984,0.18,0.178,15.7
43,iStock-1157981826.jpg,move,s2,H,1.499,1.173,1.192,1.056,1.132,0,0,0,127.7,58.7,0.0104,0.302,0.242,42.0
44,iStock-1158601083-modified-0af1f4a7-65cf-4c21-bd5a-1e2cf1ff9e8f.jpg,outdoors,s6,H,1.501,0.742,0.625,0.991,1.038,0,0,0,154.8,53.9,0.0181,0.475,0.479,91.8
45,iStock-1159495308.jpg,mind,s3,H,1.5,1.427,1.139,1.107,1.125,0,0,0,99.2,76.0,0.0,0.336,0.259,32.9
46,iStock-1160478813.jpg,move,s2,H,1.5,1.105,1.164,1.077,1.039,0,0,0,109.5,71.0,0.1188,0.398,0.3,47.8
47,iStock-1160753598.jpg,digital,s6,T,1.648,1.054,0.902,1.054,1.318,0,0,0,161.0,72.3,0.1437,0.179,0.113,16.3
48,iStock-1162496046.jpg,family,s3,H,1.5,1.187,1.248,1.062,1.155,0,0,0,154.3,67.6,0.0566,0.418,0.385,69.1
49,iStock-1162739206.jpg,social,s5,H,1.5,1.067,1.006,1.08,1.21,0,0,0,149.6,69.9,0.0785,0.299,0.29,30.1
50,iStock-1162744681-modified-3600d3fb-d71b-47ae-8bb6-7dc7afb686a9.jpg,social,s5,T,1.5,1.166,1.147,1.096,1.095,0,0,0,133.6,69.0,0.0954,0.492,0.397,60.0
51,iStock-1162744681.jpg,social,s5,H,1.5,1.358,1.402,1.098,1.061,0,0,0,154.7,68.3,0.1082,0.392,0.412,39.7
52,iStock-1169087714.jpg,family,s5,T,1.499,1.221,1.233,1.095,1.103,0,0,0,170.0,52.5,0.0168,0.172,0.132,5.3
53,iStock-1173848248.jpg,digital,s6,T,1.438,1.072,1.162,1.001,1.062,0,0,0,102.3,72.2,0.0387,0.417,0.345,39.4
54,iStock-1174056152.jpg,data,s4,N,1.5,1.334,1.257,1.088,1.186,0,0,0,187.2,60.2,0.0911,0.142,0.079,16.5
55,iStock-1177720853.jpg,digital,s6,T,1.498,1.021,0.964,1.049,1.178,0,0,0,97.4,62.9,0.0,0.359,0.363,32.9
56,iStock-1179718217.jpg,nutrition,s3,T,1.5,1.03,1.072,1.001,1.104,0,0,0,182.0,48.9,0.0373,0.242,0.127,40.0
57,iStock-1180354162.jpg,digital,s6,T,1.499,1.023,1.04,1.016,1.227,0,0,0,189.6,73.6,0.4067,0.211,0.195,27.1
58,iStock-1182818322.jpg,outdoors,s5,H,1.778,1.336,1.376,1.0,1.246,0,0,0,124.2,76.3,0.0614,0.418,0.439,21.7
59,iStock-1183928827.jpg,family,s6,T,1.5,1.304,1.274,1.095,0.964,0,0,0,113.0,65.2,0.0,0.3,0.294,-1.0
60,iStock-1185840253.jpg,nutrition,s6,T,1.499,1.008,1.001,1.039,1.386,0,0,0,172.6,64.2,0.0002,0.186,0.081,23.5
61,iStock-1186975597.jpg,mind,s6,T,1.527,1.042,1.061,1.022,1.345,0,0,0,160.5,68.9,0.1663,0.278,0.233,35.2
62,iStock-1187354800.jpg,data,s4,N,1.499,1.28,1.332,1.07,1.261,0,0,0,126.8,65.5,0.0,0.264,0.183,33.3
63,iStock-1188875730.jpg,digital,s6,T,1.503,1.148,1.241,1.075,1.168,0,0,0,119.4,70.0,0.0008,0.256,0.307,17.5
64,iStock-1192080209-modified-795a73ee-ef74-4e77-adc1-ad502d263cec.jpg,family,s6,T,1.499,1.336,1.196,1.119,1.24,0,0,0,173.2,58.6,0.0,0.342,0.212,53.9
65,iStock-1193474192.jpg,mind,s6,T,1.5,1.058,1.113,1.071,1.006,0,0,0,124.3,59.6,0.0129,0.506,0.577,54.3
66,iStock-1201185522.jpg,family,s6,T,1.5,1.064,1.039,1.036,1.205,0,0,0,190.3,49.9,0.097,0.161,0.123,8.6
67,iStock-1201599328.jpg,family,s6,T,1.5,1.3,1.28,1.085,1.31,0,0,0,167.5,75.0,0.002,0.187,0.086,16.6
68,iStock-1205226181.jpg,nutrition,s6,N,1.505,1.291,1.325,1.152,1.141,0,0,0,164.2,53.5,0.0479,0.433,0.418,67.8
69,iStock-1216278041.jpg,pets,s6,T,1.5,1.319,1.323,1.081,1.133,0,0,0,152.1,75.4,0.0106,0.225,0.212,10.9
70,iStock-1216278105.jpg,pets,s6,T,1.5,1.119,1.128,1.047,1.092,0,0,0,125.6,57.9,0.0015,0.419,0.477,49.7
71,iStock-1216562014.jpg,family,s6,T,1.778,1.09,1.121,1.0,1.124,0,0,0,160.0,64.5,0.0029,0.105,0.115,6.3
72,iStock-1223350324.jpg,move,s3,T,1.5,1.213,1.153,1.072,1.073,0,0,0,135.4,65.0,0.0415,0.383,0.394,60.2
73,iStock-1224359352 (1).jpg,move,s3,T,1.484,1.153,1.109,1.103,1.16,0,0,0,133.1,71.9,0.0003,0.293,0.172,14.5
74,iStock-1237011854.jpg,data,s4,T,1.5,1.235,1.254,1.082,1.309,0,0,0,177.4,64.7,0.0981,0.136,0.105,11.3
75,iStock-1250321937.jpg,digital,s6,T,1.5,1.327,1.266,1.136,1.128,0,0,0,161.7,78.5,0.2542,0.263,0.156,35.9
76,iStock-1254988137.jpg,social,s5,T,1.5,1.001,0.942,1.031,1.094,0,0,0,123.2,82.6,0.0,0.321,0.33,25.0
77,iStock-1254988610.jpg,move,s5,T,1.5,1.497,1.617,1.03,1.269,0,0,0,156.8,53.5,0.0002,0.244,0.175,-14.8
78,iStock-1255493335.jpg,mind,s6,T,1.5,1.423,1.609,1.118,1.104,0,0,0,141.2,59.7,0.0298,0.228,0.271,21.3
79,iStock-1255619221-modified-7efd5769-0ff7-408a-bafb-364fe9d42dd3.jpg,family,s6,T,1.5,1.171,1.201,1.069,1.201,0,0,0,135.3,65.1,0.0,0.312,0.249,32.8
80,iStock-1256558922.jpg,family,s6,T,1.499,0.975,0.915,1.093,1.246,0,0,0,201.8,61.5,0.2166,0.124,0.089,15.4
81,iStock-1263789371 (1).jpg,pets,s6,X,1.5,0.975,0.995,1.055,1.099,0,0,0,120.3,81.2,0.0129,0.323,0.281,26.8
82,iStock-1264315855.jpg,work,s6,T,1.5,1.16,1.164,1.052,1.28,0,0,0,185.2,59.8,0.0366,0.109,0.051,7.5
83,iStock-1284279100.jpg,family,s6,T,1.5,0.983,1.029,1.003,1.034,0,0,0,114.4,56.0,0.0247,0.533,0.539,67.3
84,iStock-1284856826.jpg,mind,s6,T,1.498,0.895,0.866,1.092,1.05,0,0,0,168.0,59.8,0.1198,0.255,0.212,46.3
85,iStock-1297832941.jpg,move,s2,T,1.5,1.003,1.026,1.079,1.106,0,0,0,134.1,53.3,0.0,0.152,0.196,17.5
86,iStock-1302997740.jpg,play,s6,T,1.5,1.268,1.421,1.016,1.203,0,0,0,169.3,72.5,0.0186,0.303,0.228,42.7
87,iStock-1307238003.jpg,pets,s6,T,1.499,1.203,1.123,1.102,1.048,0,0,0,151.5,71.7,0.0885,0.282,0.303,35.8
88,iStock-1313901535.jpg,digital,s6,T,1.499,1.267,1.292,1.064,1.137,0,0,0,94.5,63.8,0.0036,0.259,0.235,12.1
89,iStock-1317418930.jpg,social,s6,T,1.499,1.215,1.233,1.044,1.078,0,0,0,119.8,50.2,0.0,0.235,0.185,9.6
90,iStock-1317735408.jpg,mind,s6,T,1.499,1.466,1.506,1.065,1.058,0,0,0,137.4,85.6,0.138,0.42,0.318,45.2
91,iStock-1319768894 (4).jpg,move,s3,H,1.5,1.164,1.229,1.061,1.02,0,0,0,142.7,63.8,0.0168,0.399,0.408,38.6
92,iStock-1332834811.jpg,digital,s6,T,1.499,1.248,1.294,1.089,1.097,0,0,0,137.7,76.5,0.077,0.204,0.215,23.5
93,iStock-1344934175.jpg,mind,s6,T,1.5,1.052,1.052,1.012,0.965,0,0,0,127.6,61.6,0.0148,0.328,0.329,42.3
94,iStock-1350630614 (1).jpg,pets,s6,T,1.499,1.149,1.149,1.07,1.032,0,0,0,41.3,26.3,0.0,0.599,0.614,1.4
95,iStock-1351088909 (1).jpg,pets,s6,T,1.499,1.234,1.261,1.12,1.136,0,0,0,155.9,55.0,0.0088,0.268,0.334,-15.2
96,iStock-1358029042.jpg,clinical,s2,N,1.5,0.796,0.683,1.101,1.04,0,0,0,161.3,69.3,0.1255,0.19,0.171,15.0
97,iStock-1364466033.jpg,social,s6,T,1.411,1.324,1.416,1.016,1.112,0,0,0,106.2,60.2,0.0324,0.35,0.285,37.6
98,iStock-1365314664.jpg,family,s6,T,1.312,1.142,1.182,1.167,1.055,0,0,0,160.8,63.2,0.0791,0.214,0.177,28.8
99,iStock-1365703921.jpg,social,s6,T,1.499,0.921,0.764,0.988,1.082,0,0,0,176.3,87.3,0.3848,0.216,0.184,25.1
100,iStock-1368004397.jpg,social,s6,T,1.544,1.24,1.339,1.06,1.388,0,0,0,190.0,56.7,0.0752,0.197,0.129,35.7
101,iStock-1369510182.jpg,portrait,s5,T,1.5,0.798,0.775,1.009,1.112,0,0,0,205.5,56.3,0.4858,0.277,0.205,53.2
102,iStock-1369510200.jpg,portrait,s6,T,1.5,1.238,1.322,1.018,1.163,0,0,0,200.3,56.0,0.3208,0.251,0.176,45.9
103,iStock-1369510216.jpg,portrait,s6,T,1.5,1.015,1.063,1.087,1.258,0,0,0,192.0,66.2,0.346,0.162,0.072,21.1
104,iStock-137086893.jpg,digital,s6,T,1.96,0.983,0.915,1.079,1.081,0,0,0,192.8,55.6,0.0729,0.11,0.073,10.7
105,iStock-1371447018.jpg,social,s5,T,1.813,1.173,1.198,1.02,1.453,0,0,0,137.1,74.7,0.1766,0.27,0.256,31.7
106,iStock-1371529600.jpg,family,s6,T,1.527,1.377,1.537,1.127,1.262,0,0,0,182.3,56.5,0.0181,0.223,0.179,-3.6
107,iStock-1387721011.jpg,nutrition,s3,T,1.5,0.997,0.977,1.034,1.32,0,0,0,80.2,63.0,0.0011,0.293,0.28,11.4
108,iStock-1389754715 (1).jpg,family,s6,T,1.51,1.108,1.138,1.093,1.258,0,0,0,187.6,52.5,0.127,0.166,0.172,-12.0
109,iStock-1399190196 (1).jpg,family,s6,H,1.512,1.342,1.407,1.123,1.254,0,0,0,206.7,48.6,0.175,0.126,0.137,-10.5
110,iStock-1399519845.jpg,data,s4,N,1.499,1.48,1.336,1.142,1.37,0,0,0,130.6,77.0,0.1556,0.151,0.13,19.2
111,iStock-1399519848.jpg,digital,s6,T,1.499,1.064,1.117,1.058,1.182,0,0,0,132.6,68.3,0.0293,0.109,0.105,5.4
112,iStock-1408168028 (2).jpg,family,s6,H,1.499,1.008,1.02,1.043,1.079,0,0,0,210.5,37.3,0.0547,0.091,0.078,14.0
113,iStock-1408168028-modified-65da2832-f92d-4083-9c3f-865a45158901.jpg,family,s6,T,1.501,1.464,1.425,1.098,1.139,0,0,0,198.1,53.9,0.0898,0.146,0.103,17.8
114,iStock-1411277827.jpg,portrait,s6,X,1.499,1.099,1.006,1.059,1.335,0,0,0,128.3,75.1,0.0,0.23,0.217,30.8
115,iStock-1411550884.jpg,social,s6,T,1.499,1.233,1.268,1.06,1.135,0,0,0,146.7,67.7,0.0744,0.336,0.371,34.7
116,iStock-1413996657.jpg,mind,s3,H,1.359,1.267,1.401,1.218,1.201,0,0,0,201.4,49.2,0.0251,0.228,0.192,43.5
117,iStock-1415153426.jpg,family,s6,H,1.498,1.224,1.135,1.079,1.16,0,0,0,155.3,47.6,0.0,0.14,0.152,-10.1
118,iStock-1416048929.jpg,work,s6,T,1.474,1.067,1.195,1.025,1.033,0,0,0,135.0,60.5,0.0096,0.183,0.141,1.5
119,iStock-1421273011.jpg,nutrition,s6,T,1.5,1.143,1.127,1.064,1.124,0,0,0,78.9,42.2,0.0,0.552,0.557,37.9
120,iStock-1421402655.jpg,mind,s6,T,1.499,1.081,1.049,1.079,1.398,0,0,0,145.6,69.2,0.0,0.313,0.247,38.9
121,iStock-1430670068 (3).jpg,digital,s6,T,1.486,1.215,1.126,1.107,1.054,0,0,0,163.0,50.8,0.0221,0.205,0.13,26.3
122,iStock-1433432507.jpg,nutrition,s6,T,1.5,1.287,1.347,1.113,1.345,0,0,0,159.8,54.0,0.0002,0.187,0.092,5.1
123,iStock-1437946769.jpg,social,s6,T,1.5,1.354,1.451,1.112,1.097,0,0,0,144.3,66.4,0.0,0.321,0.27,36.0
